rank,score,hidden,competition,mli,county,state,metro,legal,legal_note,homes_sold,population,pop_growth_4yr,permits_2025,permits_per_1k,median_price,months_supply,median_dom,sale_to_list,price_yoy,sales_yoy,period
338,83.2,56.3,26.9,70.8,"Sioux County, IA",IA,Iowa nonmetropolitan area,Mktg limits,No public property ads without ownership/license,16,36554,0.018302365100147645,359,9.82,354000.0,3.9,16.0,0.976472287,0.1606557377,-0.4482758621,2026-05-31
339,83.1,63.1,20.0,48.3,"Langlade County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",21,19535,0.0035446419397924585,188,9.62,245000.0,3.4,53.0,0.9767887821,0.5605095541,0.0,2026-05-31
340,83.1,-16.3,99.4,64.1,"Tarrant County, TX",TX,"Fort Worth, TX",Disclosure,Must disclose equitable interest when marketing,2079,2230708,0.054061882618554956,13924,6.24,355000.0,3.1,40.0,0.9845393235,0.001977140809,-0.05671506352,2026-05-31
341,83.0,19.6,63.4,33.2,"Coryell County, TX",TX,"Killeen, TX",Disclosure,Must disclose equitable interest when marketing,62,86370,0.039025094434954166,503,5.82,230000.0,5.2,55.0,0.9883127678,0.0,-0.1948051948,2026-05-31
342,83.0,-6.1,89.1,84.2,"Frederick County, MD",MD,"Frederick, MD",Disclosure,HB 124/SB 160: assignment disclosure or rescission,383,299317,0.09725536774113136,1168,3.9,489000.0,2.1,33.0,1.000782243,0.001023541453,0.07584269663,2026-05-31
343,82.9,76.8,6.1,21.7,"Jefferson County, FL",FL,"Tallahassee, FL",Clear,"Generally permitted; use 'and/or assigns', market privately",11,15921,0.10547146229690321,55,3.45,515000.0,4.8,78.0,0.9814223457,0.05102040816,4.5,2026-05-31
344,82.9,-1.1,76.6,95.7,"Hampshire County, MA",MA,"Springfield, MA",Clear,"Generally permitted; use 'and/or assigns', market privately",121,165399,0.11313085087052205,291,1.76,450000.0,1.9,22.0,1.019573136,-0.04255319149,0.05217391304,2026-05-31
345,82.8,76.2,6.6,0.9,"Polk County, TN",TN,"Cleveland, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",10,18338,0.04388911026356236,150,8.18,430750.0,8.0,140.0,0.9537170994,0.4853448276,-0.4444444444,2026-05-31
346,82.8,19.3,53.7,6.9,"Wood County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,51,48742,0.08224166259603002,67,1.37,225000.0,7.6,69.0,0.9440768605,-0.2238703001,0.1086956522,2026-05-31
347,82.7,72.5,10.2,2.8,"Towns County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,18,13184,0.05043422834833878,84,6.37,352500.0,11.4,76.0,0.9638699257,-0.1531531532,-0.1,2026-05-31
348,82.7,37.9,44.8,86.6,"Fluvanna County, VA",VA,"Charlottesville, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",52,28746,0.05319850516597054,189,6.57,384450.0,2.5,19.0,0.9940083228,0.03042079871,0.04,2026-05-31
349,82.6,19.4,63.2,18.2,"Liberty County, GA",GA,"Hinesville, GA",Mktg limits,No public property ads without ownership/license,75,68607,0.050016070034741886,355,5.17,270000.0,6.0,76.0,0.9917058228,-0.03571428571,-0.2990654206,2026-05-31
350,82.6,16.1,66.5,3.7,"Camden County, MO",MO,Missouri nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",164,44135,0.031022963534001448,419,9.49,437000.0,7.0,76.0,0.8867103139,0.08584917381,0.05128205128,2026-05-31
351,82.5,62.8,19.7,20.7,"Elbert County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,20,20152,0.024764810577167555,129,6.4,189000.0,2.9,89.0,0.9475400671,-0.359213426,1.5,2026-05-31
352,82.5,-1.9,84.4,63.3,"Benton County, WA",WA,"Kennewick, WA",Mktg limits,No public property ads without ownership/license,264,218190,0.05189320528766886,1663,7.62,450100.0,3.1,46.0,0.9936193081,0.03471264368,0.06882591093,2026-05-31
353,82.4,-9.1,91.5,25.8,"Galveston County, TX",TX,"Houston, TX",Disclosure,Must disclose equitable interest when marketing,513,367407,0.044939506151772154,2525,6.87,355000.0,5.6,50.0,0.9648486518,0.02898550725,-0.0773381295,2026-05-31
354,82.4,79.5,2.9,96.0,"Cumberland County, VA",VA,Virginia nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",12,10062,0.039570203533422874,70,6.96,327250.0,2.2,7.0,1.001579041,-0.03608247423,-0.2,2026-05-31
355,82.3,76.7,3.6,38.0,"Somervell County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,13,10098,0.09689333043667174,27,2.67,420000.0,4.4,56.0,0.9828174725,-0.08196721311,-0.1875,2026-05-31
356,82.3,35.4,46.9,4.3,"Fannin County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,65,25854,0.01639344262295082,356,13.77,635000.0,9.0,75.0,0.9538414373,0.1651376147,-0.05797101449,2026-05-31
357,82.2,9.5,72.7,21.4,"Wayne County, NC",NC,"Goldsboro, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,111,120338,0.02178786129130863,954,7.93,277000.0,4.5,81.0,0.9783538226,0.03069767442,-0.1590909091,2026-05-31
358,82.2,62.4,6.8,12.0,"Rains County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,14,13306,0.09253633303226866,11,0.83,273750.0,5.3,91.0,0.9612924442,-0.1576923077,0.07692307692,2026-05-31
359,82.1,19.1,62.5,68.4,"Logan County, OK",OK,"Oklahoma City, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,90,53860,0.08256954494291686,157,2.91,348695.0,3.6,29.0,0.9866980694,-0.0942987013,0.2328767123,2026-05-31
360,82.1,44.8,37.3,41.7,"Adams County, WI",WI,Wisconsin nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",47,21352,0.03239531960158592,168,7.87,349900.0,4.8,46.0,0.9849457262,0.5213043478,0.04444444444,2026-05-31
361,82.0,11.6,70.4,62.4,"Chatham County, NC",NC,"Durham, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,123,83874,0.09407529153948502,517,6.16,645500.0,3.2,41.0,0.9848361,-0.08569405099,0.1495327103,2026-05-31
362,82.0,61.8,20.2,2.0,"Franklin County, FL",FL,Florida nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",32,12979,0.040484207150873815,112,8.63,456000.0,9.3,96.0,0.9530453784,0.04827586207,0.06666666667,2026-05-31
363,81.9,2.3,79.6,45.4,"Rowan County, NC",NC,"Charlotte, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,188,153384,0.04407490351169772,957,6.24,320000.0,3.7,55.0,0.9818504135,0.08995537995,0.09302325581,2026-05-31
364,81.9,-10.3,92.2,98.0,"Chesterfield County, VA",VA,"Richmond, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",571,389793,0.06690296975502942,2194,5.63,430000.0,1.2,15.0,1.011628083,0.02625298329,0.07532956685,2026-05-31
365,81.8,5.8,76.0,3.8,"Sevier County, TN",TN,"Sevierville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",184,100184,0.013341425175744702,1139,11.37,465000.0,11.1,66.0,0.962802359,-0.08823529412,0.01657458564,2026-05-31
366,81.8,20.4,61.4,35.1,"Oxford County, ME",ME,Maine nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",75,60039,0.03708629862502591,468,7.79,380000.0,4.5,56.0,0.9766424335,0.1094890511,0.3157894737,2026-05-31
367,81.8,49.0,20.3,11.5,"Montague County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,19,21890,0.09215187347203513,20,0.91,280000.0,7.4,49.0,0.9334982755,0.2903225806,0.3571428571,2026-05-31
368,81.7,70.6,11.1,64.3,"Warren County, NC",NC,North Carolina nonmetropolitan area,License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,13,19081,0.025805064243857857,175,9.17,400000.0,4.5,21.0,0.9859937935,-0.3939393939,-0.2352941176,2026-05-31
369,81.7,5.7,58.0,13.0,"Nye County, NV",NV,"Pahrump, NV",Clear,"Generally permitted; use 'and/or assigns', market privately",61,55990,0.07733158877066056,,,385000.0,6.3,87.0,0.9876035295,0.02666666667,-0.01612903226,2026-05-31
370,81.6,9.8,60.4,21.3,"Van Zandt County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,64,65304,0.09299056035348463,72,1.1,301745.0,4.3,73.0,0.9568870625,0.02251779058,0.1636363636,2026-05-31
371,81.6,65.8,15.8,45.3,"Shoshone County, ID",ID,Idaho nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",23,14074,0.06580840590685347,51,3.62,294900.0,3.4,46.0,0.9559527342,-0.0003389830508,-0.08,2026-05-31
372,81.5,45.2,36.3,87.7,"Pottawatomie County, KS",KS,"Manhattan, KS",Clear,"Generally permitted; use 'and/or assigns', market privately",36,26876,0.057236143346052475,132,4.91,325000.0,1.6,25.0,0.9851301115,0.08333333333,0.2413793103,2026-05-31
373,81.5,2.8,78.7,94.8,"Boone County, KY",KY,"Cincinnati, OH",License req'd,HB 62: marketing an equitable interest = brokerage,176,144135,0.05611975731996834,756,5.25,344000.0,1.7,14.0,0.9936602348,0.05327295385,-0.04864864865,2026-05-31
374,81.4,6.6,74.8,55.0,"Lowndes County, GA",GA,"Valdosta, GA",Mktg limits,No public property ads without ownership/license,133,122082,0.030819373142393948,804,6.59,269000.0,3.7,43.0,0.9808617777,-0.003334568359,-0.310880829,2026-05-31
375,81.4,54.2,27.2,73.2,"Anderson County, KY",KY,"Frankfort, KY",License req'd,HB 62: marketing an equitable interest = brokerage,24,24883,0.041478319102628496,147,5.91,294945.0,3.1,35.0,0.9996086772,-0.09247692308,0.2631578947,2026-05-31
376,81.3,1.3,80.0,54.5,"Coweta County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,198,158233,0.07818259868219325,751,4.75,460950.0,3.4,50.0,0.9853481757,0.105475214,-0.01492537313,2026-05-31
377,81.3,1.8,79.5,56.3,"Saline County, AR",AR,"Little Rock, AR",Clear,"Generally permitted; use 'and/or assigns', market privately",218,131252,0.06002261347116782,477,3.63,265000.0,3.2,50.0,0.9844907036,0.05598724846,0.0234741784,2026-05-31
378,81.2,27.5,53.7,50.7,"Davie County, NC",NC,"Winston-Salem, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,55,45383,0.05802676364992773,236,5.2,362000.0,2.9,59.0,0.9810372278,0.09696969697,-0.1791044776,2026-05-31
379,81.2,31.4,49.8,70.7,"Douglas County, WA",WA,"Wenatchee, WA",Mktg limits,No public property ads without ownership/license,43,45795,0.06420803123257111,303,6.62,495000.0,3.3,22.0,0.9716627461,0.04210526316,-0.1041666667,2026-05-31
380,81.1,56.8,24.3,6.8,"Polk County, NC",NC,North Carolina nonmetropolitan area,License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,26,20320,0.048503611971104234,141,6.94,417500.0,6.3,99.0,0.9642282033,-0.165,0.2380952381,2026-05-31
381,81.1,2.9,78.2,74.7,"Spotsylvania County, VA",VA,"Washington, DC",Clear,"Generally permitted; use 'and/or assigns', market privately",160,152021,0.08114585629858262,681,4.48,467500.0,2.9,36.0,0.9996180635,-0.005319148936,-0.1534391534,2026-05-31
382,81.0,11.0,70.0,68.7,"Bannock County, ID",ID,"Pocatello, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",108,91010,0.04272407511371318,592,6.5,349950.0,2.9,40.0,0.9901960784,-0.09103896104,-0.04424778761,2026-05-31
383,81.0,18.7,62.3,67.9,"Gordon County, GA",GA,"Calhoun, GA",Mktg limits,No public property ads without ownership/license,78,60765,0.052590552408668084,289,4.76,299950.0,2.9,40.0,0.9879464777,0.05679456012,0.9024390244,2026-05-31
384,80.9,8.8,72.1,35.8,"St. Clair County, AL",AL,"Birmingham, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",126,96927,0.05715095924176819,411,4.24,297900.0,3.8,69.0,0.9847255061,0.08503838064,0.2352941176,2026-05-31
385,80.9,34.8,41.1,11.5,"Fannin County, TX",TX,"Bonham, TX",Disclosure,Must disclose equitable interest when marketing,32,38650,0.07429746782666703,84,2.17,271500.0,7.7,65.0,0.9725786153,-0.095,-0.0303030303,2026-05-31
386,80.8,73.9,6.9,0.3,"Fremont County, ID",ID,"Rexburg, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",13,14399,0.07303077725612937,156,10.83,850000.0,11.2,199.0,,0.6190630387,-0.1333333333,2026-05-31
387,80.8,57.9,22.9,80.3,"Saunders County, NE",NE,"Omaha, NE",License req'd,LB 860 (2024): publicly marketing needs a license,21,23406,0.04631202503352704,180,7.69,460000.0,2.3,41.0,1.008727713,0.3939393939,-0.08695652174,2026-05-31
388,80.7,8.7,72.0,68.8,"Franklin County, MO",MO,"St. Louis, MO",Clear,"Generally permitted; use 'and/or assigns', market privately",113,107256,0.022781237186150077,794,7.4,285000.0,3.1,37.0,0.9899986887,0.08986615679,-0.1811594203,2026-05-31
389,80.7,-7.0,87.7,53.1,"Onslow County, NC",NC,"Jacksonville, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,422,212954,0.03823783219817562,1372,6.44,322500.0,3.3,56.0,0.9910156204,0.04032258065,-0.08061002179,2026-05-31
390,80.6,37.1,43.5,27.7,"Chester County, SC",SC,"Charlotte, NC",Mktg limits,HB 4754: no advertising property you don't own,43,32323,0.0009909882010467313,310,9.59,290000.0,4.0,79.0,0.9826316172,-0.007697190243,-0.02272727273,2026-05-31
391,80.6,43.0,37.6,40.4,"Mercer County, KY",KY,Kentucky nonmetropolitan area,License req'd,HB 62: marketing an equitable interest = brokerage,43,23515,0.038098181176055096,132,5.61,268000.0,2.9,66.0,0.9684688413,0.09432421396,0.3870967742,2026-05-31
392,80.5,79.5,1.0,0.2,"Huerfano County, CO",CO,Colorado nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",11,6988,0.02403282532239156,47,6.73,250000.0,10.8,246.0,0.9553421703,0.0,0.0,2026-05-31
393,80.5,23.8,49.2,34.9,"Hill County, TX",TX,Texas nonmetropolitan area,Disclosure,Must disclose equitable interest when marketing,49,38771,0.07805027249471694,68,1.75,275000.0,4.4,53.0,0.9677091516,0.1363636364,0.6333333333,2026-05-31
394,80.4,15.5,64.9,33.1,"Anderson County, TN",TN,"Knoxville, TN",Clear,"Generally permitted; use 'and/or assigns', market privately",75,81449,0.053306089722865234,428,5.25,347800.0,4.0,65.0,0.9746680033,0.07015384615,-0.0625,2026-05-31
395,80.4,34.9,45.5,95.4,"Latah County, ID",ID,"Moscow, ID",Clear,"Generally permitted; use 'and/or assigns', market privately",37,42180,0.06413037993844291,240,5.69,449000.0,1.6,13.0,0.992590366,-0.06263048017,-0.02631578947,2026-05-31
396,80.3,18.8,61.5,49.7,"Grady County, OK",OK,"Oklahoma City, OK",License req'd,SB 1075 (Nov 2025) closed the double-close loophole,78,58353,0.06320603454558706,208,3.56,299995.0,4.0,41.0,0.9727019036,0.2903010753,-0.1034482759,2026-05-31
397,80.3,3.5,76.8,56.8,"Ascension Parish, LA",LA,"Baton Rouge, LA",Clear,"Generally permitted; use 'and/or assigns', market privately",156,133534,0.05158958285754786,639,4.79,306281.0,2.6,56.0,0.9810045548,-0.042871875,0.04697986577,2026-05-31
398,80.2,-9.0,89.2,30.4,"Yavapai County, AZ",AZ,"Prescott Valley, AZ",Clear,"Generally permitted; use 'and/or assigns', market privately",466,252013,0.06232400897027332,1718,6.82,516750.0,4.6,62.0,0.9762329899,0.0335,0.1767676768,2026-05-31
399,80.2,38.0,42.2,39.3,"Franklin County, ME",ME,Maine nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",42,30902,0.04866295642731098,184,5.95,366500.0,4.7,38.0,0.9598937253,0.2637931034,-0.1428571429,2026-05-31
400,80.1,2.5,77.6,41.2,"Douglas County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,146,151887,0.04982789366731639,801,5.27,329995.0,4.3,58.0,0.9930100566,0.08873309139,-0.130952381,2026-05-31
401,80.1,25.7,54.4,14.9,"Gilmer County, GA",GA,Georgia nonmetropolitan area,Mktg limits,No public property ads without ownership/license,77,33327,0.06062631277448921,212,6.36,475000.0,6.4,68.0,0.9673854717,0.02150537634,-0.125,2026-05-31
402,80.0,28.4,51.6,15.7,"Stone County, MO",MO,Missouri nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",68,32630,0.045665758692517225,212,6.5,387450.0,8.0,48.0,,-0.071864894,0.36,2026-05-31
403,80.0,41.9,38.1,80.5,"Boone County, IA",IA,"Ames, IA",Mktg limits,No public property ads without ownership/license,39,26729,0.0010111602127181485,207,7.74,175000.0,2.1,22.0,0.967073531,-0.1666666667,0.0,2026-05-31
404,79.9,10.8,69.1,64.7,"Franklin County, WA",WA,"Kennewick, WA",Mktg limits,No public property ads without ownership/license,92,101238,0.04205780632411067,768,7.59,437450.0,3.0,47.0,0.9967190034,0.007955114949,0.09523809524,2026-05-31
405,79.9,63.0,16.9,36.8,"Appomattox County, VA",VA,"Lynchburg, VA",Clear,"Generally permitted; use 'and/or assigns', market privately",20,16957,0.04944918925609605,85,5.01,314000.0,2.2,92.0,0.9886763751,0.1806730588,0.1111111111,2026-05-31
406,79.8,21.3,58.5,0.0,"Sullivan County, NY",NY,New York nonmetropolitan area,Mktg limits,"Market the assignable interest, not the property",44,80450,0.025297903523864143,568,7.06,292500.0,13.2,142.0,0.9211144871,-0.152173913,-0.2280701754,2026-05-31
407,79.8,67.1,12.7,44.7,"Wadena County, MN",MN,Minnesota nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",19,14437,0.02245042492917847,82,5.68,180000.0,2.6,64.0,0.9667813747,-0.1818181818,0.2666666667,2026-05-31
408,79.7,-10.2,89.9,97.0,"Lancaster County, NE",NE,"Lincoln, NE",License req'd,LB 860 (2024): publicly marketing needs a license,392,332857,0.02997174870269919,2346,7.05,324800.0,1.4,20.0,1.013515176,0.008695652174,-0.178197065,2026-05-31
409,79.7,54.8,16.4,18.2,"Wright County, MO",MO,Missouri nonmetropolitan area,Clear,"Generally permitted; use 'and/or assigns', market privately",17,19505,0.07087954320852091,31,1.59,228000.0,4.1,167.0,1.071428571,-0.04960400167,-0.3703703704,2026-05-31
410,79.6,3.5,76.1,41.3,"Pennington County, SD",SD,"Rapid City, SD",Clear,"Generally permitted; use 'and/or assigns', market privately",160,115979,0.05846330756664507,563,4.85,370450.0,3.8,61.0,0.9857422198,0.02404975812,0.08108108108,2026-05-31
411,79.6,14.2,65.4,62.7,"Yuba County, CA",CA,"Yuba City, CA",Mktg limits,No public property ads without ownership/license,75,87469,0.06668211363276058,461,5.27,450000.0,3.9,33.0,0.9893589444,-0.03423114068,-0.1279069767,2026-05-31
412,79.5,-8.0,87.5,56.9,"Shelby County, AL",AL,"Birmingham, AL",Clear,"Generally permitted; use 'and/or assigns', market privately",362,235969,0.053832927673447516,1308,5.54,387450.0,3.4,52.0,0.9951961102,0.06150684932,-0.1462264151,2026-05-31
413,79.5,77.3,2.2,32.7,"Lanier County, GA",GA,"Valdosta, GA",Mktg limits,No public property ads without ownership/license,10,10464,0.05388256622016316,39,3.73,267500.0,3.3,63.0,0.9503453029,0.006964050442,-0.1666666667,2026-05-31
414,79.4,34.1,45.3,3.0,"Jackson County, NC",NC,"Cullowhee, NC",License req'd,HB 707 (Oct 2025): wholesaling defined as brokerage,34,45281,0.0743842832059982,232,5.12,500000.0,14.6,69.0,0.9509443095,-0.09502262443,-0.3461538462,2026-05-31
415,79.4,40.2,39.2,4.5,"Matagorda County, TX",TX,"Bay City, TX",Disclosure,Must disclose equitable interest when marketing,31,36391,0.0026449924231987877,300,8.24,233000.0,8.2,59.0,0.9034298172,0.04954954955,0.0,2026-05-31
416,79.3,55.4,23.9,32.8,"Meriwether County, GA",GA,"Atlanta, GA",Mktg limits,No public property ads without ownership/license,24,21439,0.03976914496338329,117,5.46,295625.0,3.4,86.0,0.9977047819,0.478125,-0.04,2026-05-31
417,79.3,76.0,2.1,6.1,"Oscoda County, MI",MI,Michigan nonmetropolitan area,Mktg limits,"Market the contract interest, not the property",12,8596,0.043837279902853674,24,2.79,142450.0,5.7,92.0,0.9192250928,-0.3051219512,0.3333333333,2026-05-31
